,Datetime,Tweet Id,Text,Username,tokens,pos_tokens,Party
109,2022-03-26 07:30:18+00:00,1.51e+18,"Hearty congratulation and best wish to the National President of Samajwadi Party, Shri Akhilesh Yadav ji on be elect the leader of the SP Legislature Party.
...",SwamiPMaurya,"['Hearty', 'congratulation', 'and', 'best', 'wish', 'to', 'the', 'National', 'President', 'of', 'Samajwadi', 'Party,', 'Shri', 'Akhilesh', 'Yadav', 'ji', 'on', 'be', 'elect', 'the', 'leader', 'of', 'the', 'SP', 'Legislature', 'Party.\n...']","[['Hearty', 'n'], ['congratulations', 'n'], ['and', 'n'], ['best', 'a'], ['wishes', 'n'], ['to', 'n'], ['the', 'n'], ['National', 'n'], ['President', 'n'], ['of', 'n'], ['Samajwadi', 'n'], ['Party,', 'n'], ['Shri', 'n'], ['Akhilesh', 'n'], ['Yadav', 'n'], ['ji', 'n'], ['on', 'n'], ['being', 'v'], ['elected', 'v'], ['the', 'n'], ['leader', 'n'], ['of', 'n'], ['the', 'n'], ['SP', 'n'], ['Legislature', 'n'], ['Party.\n...', 'n']]",SP
110,2022-03-25 05:00:40+00:00,1.51e+18,"Another incident of police brutality in village Deoria of Police Station Badlapur, Jaunpur district, in which sham humanity, Dalit woman be brutally beat up and skinned. Dalit woman narrate the incident.",SwamiPMaurya,"['Another', 'incident', 'of', 'police', 'brutality', 'in', 'village', 'Deoria', 'of', 'Police', 'Station', 'Badlapur,', 'Jaunpur', 'district,', 'in', 'which', 'sham', 'humanity,', 'Dalit', 'woman', 'be', 'brutally', 'beat', 'up', 'and', 'skinned.', 'Dalit', 'woman', 'narrate', 'the', 'incident.']","[['Another', 'n'], ['incident', 'n'], ['of', 'n'], ['police', 'n'], ['brutality', 'n'], ['in', 'n'], ['village', 'n'], ['Deoria', 'n'], ['of', 'n'], ['Police', 'n'], ['Station', 'n'], ['Badlapur,', 'n'], ['Jaunpur', 'n'], ['district,', 'n'], ['in', 'n'], ['which', 'n'], ['shaming', 'v'], ['humanity,', 'n'], ['Dalit', 'n'], ['women', 'n'], ['were', 'v'], ['brutally', 'r'], ['beaten', 'v'], ['up', 'n'], ['and', 'n'], ['skinned.', 'v'], ['Dalit', 'n'], ['women', 'n'], ['narrating', 'v'], ['the', 'n'], ['incident.', 'n']]",SP
111,2022-03-23 05:16:36+00:00,1.51e+18,"Tributes to the prominent leader of the Indian freedom struggle, a prolific socialist thinker, synonymous with progressive ideology, Dr. Ram Manohar Lohia ji on his birth anniversary.
His idealistic life dedicate to the society will always inspire all of us.",SwamiPMaurya,"['Tributes', 'to', 'the', 'prominent', 'leader', 'of', 'the', 'Indian', 'freedom', 'struggle,', 'a', 'prolific', 'socialist', 'thinker,', 'synonymous', 'with', 'progressive', 'ideology,', 'Dr.', 'Ram', 'Manohar', 'Lohia', 'ji', 'on', 'his', 'birth', 'anniversary.\nHis', 'idealistic', 'life', 'dedicate', 'to', 'the', 'society', 'will', 'always', 'inspire', 'all', 'of', 'us.']","[['Tributes', 'n'], ['to', 'n'], ['the', 'n'], ['prominent', 'a'], ['leader', 'n'], ['of', 'n'], ['the', 'n'], ['Indian', 'a'], ['freedom', 'n'], ['struggle,', 'v'], ['a', 'n'], ['prolific', 'a'], ['socialist', 'n'], ['thinker,', 'n'], ['synonymous', 'a'], ['with', 'n'], ['progressive', 'a'], ['ideology,', 'n'], ['Dr.', 'n'], ['Ram', 'n'], ['Manohar', 'n'], ['Lohia', 'n'], ['ji', 'n'], ['on', 'n'], ['his', 'n'], ['birth', 'n'], ['anniversary.\nHis', 'n'], ['idealistic', 'a'], ['life', 'n'], ['dedicated', 'v'], ['to', 'n'], ['the', 'n'], ['society', 'n'], ['will', 'n'], ['always', 'r'], ['inspire', 'v'], ['all', 'n'], ['of', 'n'], ['us.', 'a']]",SP
112,2022-03-23 02:53:45+00:00,1.51e+18,"Tributes to the immortal martyr ""Shaheed-e-Azam"" Bhagat Singh, Sukhdev Thapar and Shivram Rajguru, who make supreme sacrifice for the defense and freedom of the motherland, on their martyrdom day.

The immortal sacrifice of all of you for the country will always inspire the come generation to sacrifice and surrender.",SwamiPMaurya,"['Tributes', 'to', 'the', 'immortal', 'martyr', '""Shaheed-e-Azam""', 'Bhagat', 'Singh,', 'Sukhdev', 'Thapar', 'and', 'Shivram', 'Rajguru,', 'who', 'make', 'supreme', 'sacrifice', 'for', 'the', 'defense', 'and', 'freedom', 'of', 'the', 'motherland,', 'on', 'their', 'martyrdom', 'day.\n\nThe', 'immortal', 'sacrifice', 'of', 'all', 'of', 'you', 'for', 'the', 'country', 'will', 'always', 'inspire', 'the', 'come', 'generation', 'to', 'sacrifice', 'and', 'surrender.']","[['Tributes', 'n'], ['to', 'n'], ['the', 'n'], ['immortal', 'a'], ['martyrs', 'n'], ['""Shaheed-e-Azam""', 'a'], ['Bhagat', 'n'], ['Singh,', 'n'], ['Sukhdev', 'n'], ['Thapar', 'n'], ['and', 'n'], ['Shivram', 'n'], ['Rajguru,', 'n'], ['who', 'n'], ['made', 'v'], ['supreme', 'a'], ['sacrifice', 'n'], ['for', 'n'], ['the', 'n'], ['defense', 'n'], ['and', 'n'], ['freedom', 'n'], ['of', 'n'], ['the', 'n'], ['motherland,', 'n'], ['on', 'n'], ['their', 'n'], ['martyrdom', 'n'], ['day.\n\nThe', 'n'], ['immortal', 'a'], ['sacrifice', 'n'], ['of', 'n'], ['all', 'n'], ['of', 'n'], ['you', 'n'], ['for', 'n'], ['the', 'n'], ['country', 'n'], ['will', 'n'], ['always', 'r'], ['inspire', 'v'], ['the', 'n'], ['coming', 'v'], ['generations', 'n'], ['to', 'n'], ['sacrifice', 'v'], ['and', 'n'], ['surrender.', 'v']]",SP
113,2022-03-22 08:02:07+00:00,1.51e+18,"Water be life.
Wishing you a very Happy World Water Day.",SwamiPMaurya,"['Water', 'be', 'life.\nWishing', 'you', 'a', 'very', 'Happy', 'World', 'Water', 'Day.']","[['Water', 'n'], ['is', 'v'], ['life.\nWishing', 'v'], ['you', 'n'], ['a', 'n'], ['very', 'r'], ['Happy', 'a'], ['World', 'n'], ['Water', 'n'], ['Day.', 'n']]",SP
114,2022-03-21 13:56:31+00:00,1.51e+18,,SwamiPMaurya,[],[],SP
115,2022-03-21 13:56:13+00:00,1.51e+18,"The orgy of the goondaraj of BJP worker be see in Etah, Farrukhabad and other districts. Somewhere the pamphlet of the SP candidate of the Legislative Council be be snatch and torn, while at some place the SP candidate be be beat up. When will the Election Commission take cognizance?",SwamiPMaurya,"['The', 'orgy', 'of', 'the', 'goondaraj', 'of', 'BJP', 'worker', 'be', 'see', 'in', 'Etah,', 'Farrukhabad', 'and', 'other', 'districts.', 'Somewhere', 'the', 'pamphlet', 'of', 'the', 'SP', 'candidate', 'of', 'the', 'Legislative', 'Council', 'be', 'be', 'snatch', 'and', 'torn,', 'while', 'at', 'some', 'place', 'the', 'SP', 'candidate', 'be', 'be', 'beat', 'up.', 'When', 'will', 'the', 'Election', 'Commission', 'take', 'cognizance?']","[['The', 'n'], ['orgy', 'n'], ['of', 'n'], ['the', 'n'], ['goondaraj', 'n'], ['of', 'n'], ['BJP', 'n'], ['workers', 'n'], ['was', 'v'], ['seen', 'v'], ['in', 'n'], ['Etah,', 'n'], ['Farrukhabad', 'n'], ['and', 'n'], ['other', 'a'], ['districts.', 'n'], ['Somewhere', 'n'], ['the', 'n'], ['pamphlets', 'n'], ['of', 'n'], ['the', 'n'], ['SP', 'n'], ['candidates', 'n'], ['of', 'n'], ['the', 'n'], ['Legislative', 'n'], ['Council', 'n'], ['are', 'v'], ['being', 'v'], ['snatched', 'v'], ['and', 'n'], ['torn,', 'v'], ['while', 'n'], ['at', 'n'], ['some', 'n'], ['places', 'n'], ['the', 'n'], ['SP', 'n'], ['candidates', 'n'], ['are', 'v'], ['being', 'v'], ['beaten', 'v'], ['up.', 'a'], ['When', 'n'], ['will', 'n'], ['the', 'n'], ['Election', 'n'], ['Commission', 'n'], ['take', 'v'], ['cognizance?', 'n']]",SP
116,2022-03-21 13:31:10+00:00,1.51e+18,"After the nomination of Samajwadi Party's Deoria-Kushinagar local body candidate Dr. Kafeel Khan ji, address the worker present in the Samvardhi Smriti lawn.",SwamiPMaurya,"['After', 'the', 'nomination', 'of', 'Samajwadi', ""Party's"", 'Deoria-Kushinagar', 'local', 'body', 'candidate', 'Dr.', 'Kafeel', 'Khan', 'ji,', 'address', 'the', 'worker', 'present', 'in', 'the', 'Samvardhi', 'Smriti', 'lawn.']","[['After', 'n'], ['the', 'n'], ['nomination', 'n'], ['of', 'n'], ['Samajwadi', 'n'], [""Party's"", 'n'], ['Deoria-Kushinagar', 'n'], ['local', 'a'], ['body', 'n'], ['candidate', 'n'], ['Dr.', 'n'], ['Kafeel', 'n'], ['Khan', 'n'], ['ji,', 'n'], ['addressed', 'v'], ['the', 'n'], ['workers', 'n'], ['present', 'a'], ['in', 'n'], ['the', 'n'], ['Samvardhi', 'n'], ['Smriti', 'n'], ['lawn.', 'n']]",SP
117,2022-03-20 16:03:28+00:00,1.51e+18,My heart be not so weak that I will have a heart attack because of the fear of cowards. People spread such false news please don't show cowardice. I be completely healthy and still meet the worker at the residence.,SwamiPMaurya,"['My', 'heart', 'be', 'not', 'so', 'weak', 'that', 'I', 'will', 'have', 'a', 'heart', 'attack', 'because', 'of', 'the', 'fear', 'of', 'cowards.', 'People', 'spread', 'such', 'false', 'news', 'please', ""don't"", 'show', 'cowardice.', 'I', 'be', 'completely', 'healthy', 'and', 'still', 'meet', 'the', 'worker', 'at', 'the', 'residence.']","[['My', 'n'], ['heart', 'n'], ['is', 'v'], ['not', 'r'], ['so', 'r'], ['weak', 'a'], ['that', 'n'], ['I', 'n'], ['will', 'n'], ['have', 'v'], ['a', 'n'], ['heart', 'n'], ['attack', 'n'], ['because', 'n'], ['of', 'n'], ['the', 'n'], ['fear', 'n'], ['of', 'n'], ['cowards.', 'n'], ['People', 'n'], ['spreading', 'v'], ['such', 'a'], ['false', 'a'], ['news', 'n'], ['please', 'n'], [""don't"", 'v'], ['show', 'n'], ['cowardice.', 'n'], ['I', 'n'], ['am', 'v'], ['completely', 'r'], ['healthy', 'a'], ['and', 'n'], ['still', 'r'], ['meeting', 'v'], ['the', 'n'], ['workers', 'n'], ['at', 'n'], ['the', 'n'], ['residence.', 'n']]",SP
118,2022-03-18 06:21:49+00:00,1.5e+18,"Many many congratulation to all the people of the state on the auspicious night of ""Shab-e-Barat"", praying for the fortune and betterment of the nation and the nation through worship, recitation and Sakhawat.",SwamiPMaurya,"['Many', 'many', 'congratulation', 'to', 'all', 'the', 'people', 'of', 'the', 'state', 'on', 'the', 'auspicious', 'night', 'of', '""Shab-e-Barat"",', 'praying', 'for', 'the', 'fortune', 'and', 'betterment', 'of', 'the', 'nation', 'and', 'the', 'nation', 'through', 'worship,', 'recitation', 'and', 'Sakhawat.']","[['Many', 'a'], ['many', 'a'], ['congratulations', 'n'], ['to', 'n'], ['all', 'n'], ['the', 'n'], ['people', 'n'], ['of', 'n'], ['the', 'n'], ['state', 'n'], ['on', 'n'], ['the', 'n'], ['auspicious', 'a'], ['night', 'n'], ['of', 'n'], ['""Shab-e-Barat"",', 'a'], ['praying', 'n'], ['for', 'n'], ['the', 'n'], ['fortune', 'n'], ['and', 'n'], ['betterment', 'n'], ['of', 'n'], ['the', 'n'], ['nation', 'n'], ['and', 'n'], ['the', 'n'], ['nation', 'n'], ['through', 'n'], ['worship,', 'a'], ['recitation', 'n'], ['and', 'n'], ['Sakhawat.', 'n']]",SP
119,2022-03-18 01:50:15+00:00,1.5e+18,"Many congratulation and best wish to all the people of the state on the auspicious occasion of ""Holi"", a symbol of mutual harmony, religious harmony and brotherhood between Rang-Gulal-Abir and Hindu-Muslim, Sikh-Christian and rich and poor.",SwamiPMaurya,"['Many', 'congratulation', 'and', 'best', 'wish', 'to', 'all', 'the', 'people', 'of', 'the', 'state', 'on', 'the', 'auspicious', 'occasion', 'of', '""Holi"",', 'a', 'symbol', 'of', 'mutual', 'harmony,', 'religious', 'harmony', 'and', 'brotherhood', 'between', 'Rang-Gulal-Abir', 'and', 'Hindu-Muslim,', 'Sikh-Christian', 'and', 'rich', 'and', 'poor.']","[['Many', 'a'], ['congratulations', 'n'], ['and', 'n'], ['best', 'a'], ['wishes', 'n'], ['to', 'n'], ['all', 'n'], ['the', 'n'], ['people', 'n'], ['of', 'n'], ['the', 'n'], ['state', 'n'], ['on', 'n'], ['the', 'n'], ['auspicious', 'a'], ['occasion', 'n'], ['of', 'n'], ['""Holi"",', 'n'], ['a', 'n'], ['symbol', 'n'], ['of', 'n'], ['mutual', 'a'], ['harmony,', 'n'], ['religious', 'a'], ['harmony', 'n'], ['and', 'n'], ['brotherhood', 'n'], ['between', 'n'], ['Rang-Gulal-Abir', 'n'], ['and', 'n'], ['Hindu-Muslim,', 'n'], ['Sikh-Christian', 'a'], ['and', 'n'], ['rich', 'a'], ['and', 'n'], ['poor.', 'n']]",SP
120,2022-03-17 12:15:45+00:00,1.5e+18,"Holika Dahan have be happen since a long time. E.V.M. When will the Election Commission burn the killer of democracy by play with and tampering, defeat the SP who win 304 seat in ballot paper voting, convert victory into defeat and defeat into victory.",SwamiPMaurya,"['Holika', 'Dahan', 'have', 'be', 'happen', 'since', 'a', 'long', 'time.', 'E.V.M.', 'When', 'will', 'the', 'Election', 'Commission', 'burn', 'the', 'killer', 'of', 'democracy', 'by', 'play', 'with', 'and', 'tampering,', 'defeat', 'the', 'SP', 'who', 'win', '304', 'seat', 'in', 'ballot', 'paper', 'voting,', 'convert', 'victory', 'into', 'defeat', 'and', 'defeat', 'into', 'victory.']","[['Holika', 'n'], ['Dahan', 'n'], ['has', 'v'], ['been', 'v'], ['happening', 'v'], ['since', 'n'], ['a', 'n'], ['long', 'a'], ['time.', 'n'], ['E.V.M.', 'n'], ['When', 'n'], ['will', 'n'], ['the', 'n'], ['Election', 'n'], ['Commission', 'n'], ['burn', 'v'], ['the', 'n'], ['killers', 'n'], ['of', 'n'], ['democracy', 'n'], ['by', 'n'], ['playing', 'v'], ['with', 'n'], ['and', 'n'], ['tampering,', 'v'], ['defeating', 'v'], ['the', 'n'], ['SP', 'n'], ['who', 'n'], ['won', 'v'], ['304', 'n'], ['seats', 'n'], ['in', 'n'], ['ballot', 'n'], ['paper', 'n'], ['voting,', 'n'], ['converting', 'v'], ['victory', 'n'], ['into', 'n'], ['defeat', 'n'], ['and', 'n'], ['defeat', 'n'], ['into', 'n'], ['victory.', 'n']]",SP
121,2022-03-17 10:35:52+00:00,1.5e+18,"Since 1990, in Pakistan Occupied Kashmir, the incident of desecration and torture of Kashmiri Muslims, Pandits and Sardars be go on continuously, for this all the previous central government have be responsible, even Atal Bihari Vajpayee, who be the Prime Minister for three times. a well.",SwamiPMaurya,"['Since', '1990,', 'in', 'Pakistan', 'Occupied', 'Kashmir,', 'the', 'incident', 'of', 'desecration', 'and', 'torture', 'of', 'Kashmiri', 'Muslims,', 'Pandits', 'and', 'Sardars', 'be', 'go', 'on', 'continuously,', 'for', 'this', 'all', 'the', 'previous', 'central', 'government', 'have', 'be', 'responsible,', 'even', 'Atal', 'Bihari', 'Vajpayee,', 'who', 'be', 'the', 'Prime', 'Minister', 'for', 'three', 'times.', 'a', 'well.']","[['Since', 'n'], ['1990,', 'n'], ['in', 'n'], ['Pakistan', 'n'], ['Occupied', 'n'], ['Kashmir,', 'n'], ['the', 'n'], ['incident', 'n'], ['of', 'n'], ['desecration', 'n'], ['and', 'n'], ['torture', 'n'], ['of', 'n'], ['Kashmiri', 'n'], ['Muslims,', 'n'], ['Pandits', 'n'], ['and', 'n'], ['Sardars', 'n'], ['was', 'v'], ['going', 'v'], ['on', 'n'], ['continuously,', 'n'], ['for', 'n'], ['this', 'n'], ['all', 'n'], ['the', 'n'], ['previous', 'a'], ['central', 'a'], ['governments', 'n'], ['have', 'v'], ['been', 'v'], ['responsible,', 'v'], ['even', 'r'], ['Atal', 'n'], ['Bihari', 'n'], ['Vajpayee,', 'n'], ['who', 'n'], ['was', 'v'], ['the', 'n'], ['Prime', 'n'], ['Minister', 'n'], ['for', 'n'], ['three', 'n'], ['times.', 'n'], ['as', 'n'], ['well.', 'n']]",SP
122,2022-03-17 07:22:27+00:00,1.5e+18,"The film The Kashmir Files only depict the persecution of Kashmiri Pandits, whereas in Pakistan Occupied Kashmir, Kashmiri Muslims, Pandits and Sardars alike be ravage and harassed. Show full view. Showing an incomplete film will end mutual harmony and brotherhood.",SwamiPMaurya,"['The', 'film', 'The', 'Kashmir', 'Files', 'only', 'depict', 'the', 'persecution', 'of', 'Kashmiri', 'Pandits,', 'whereas', 'in', 'Pakistan', 'Occupied', 'Kashmir,', 'Kashmiri', 'Muslims,', 'Pandits', 'and', 'Sardars', 'alike', 'be', 'ravage', 'and', 'harassed.', 'Show', 'full', 'view.', 'Showing', 'an', 'incomplete', 'film', 'will', 'end', 'mutual', 'harmony', 'and', 'brotherhood.']","[['The', 'n'], ['film', 'n'], ['The', 'n'], ['Kashmir', 'n'], ['Files', 'n'], ['only', 'r'], ['depicts', 'v'], ['the', 'n'], ['persecution', 'n'], ['of', 'n'], ['Kashmiri', 'n'], ['Pandits,', 'n'], ['whereas', 'n'], ['in', 'n'], ['Pakistan', 'n'], ['Occupied', 'n'], ['Kashmir,', 'n'], ['Kashmiri', 'n'], ['Muslims,', 'n'], ['Pandits', 'n'], ['and', 'n'], ['Sardars', 'n'], ['alike', 'r'], ['were', 'v'], ['ravaged', 'v'], ['and', 'n'], ['harassed.', 'v'], ['Show', 'n'], ['full', 'a'], ['view.', 'n'], ['Showing', 'v'], ['an', 'n'], ['incomplete', 'a'], ['film', 'n'], ['will', 'n'], ['end', 'v'], ['mutual', 'a'], ['harmony', 'n'], ['and', 'n'], ['brotherhood.', 'n']]",SP
123,2022-03-16 10:04:23+00:00,1.5e+18,"It be very sad that three youth of district Kushinagar die in an accident in a collision between an unknown dumper and a car on Shaheed Path in Lucknow this morning.
In this time of grief, I express my condolence to the family of the deceased.",SwamiPMaurya,"['It', 'be', 'very', 'sad', 'that', 'three', 'youth', 'of', 'district', 'Kushinagar', 'die', 'in', 'an', 'accident', 'in', 'a', 'collision', 'between', 'an', 'unknown', 'dumper', 'and', 'a', 'car', 'on', 'Shaheed', 'Path', 'in', 'Lucknow', 'this', 'morning.\nIn', 'this', 'time', 'of', 'grief,', 'I', 'express', 'my', 'condolence', 'to', 'the', 'family', 'of', 'the', 'deceased.']","[['It', 'n'], ['is', 'v'], ['very', 'r'], ['sad', 'a'], ['that', 'n'], ['three', 'n'], ['youths', 'n'], ['of', 'n'], ['district', 'n'], ['Kushinagar', 'n'], ['died', 'v'], ['in', 'n'], ['an', 'n'], ['accident', 'n'], ['in', 'n'], ['a', 'n'], ['collision', 'n'], ['between', 'n'], ['an', 'n'], ['unknown', 'a'], ['dumper', 'n'], ['and', 'n'], ['a', 'n'], ['car', 'n'], ['on', 'n'], ['Shaheed', 'n'], ['Path', 'n'], ['in', 'n'], ['Lucknow', 'n'], ['this', 'n'], ['morning.\nIn', 'n'], ['this', 'n'], ['time', 'n'], ['of', 'n'], ['grief,', 'n'], ['I', 'n'], ['express', 'v'], ['my', 'n'], ['condolences', 'n'], ['to', 'n'], ['the', 'n'], ['families', 'n'], ['of', 'n'], ['the', 'n'], ['deceased.', 'n']]",SP
124,2022-03-15 05:59:56+00:00,1.5e+18,"The one who create hunger for respect and self-respect in the country's underprivileged-neglected, oppressed-oppressed and dalits-backward and give a share in the rule of power, the great hero of the social change movement and the messiah of Bahujan Samaj, Ma. Kotish: Salute on the occasion of birth anniversary of Kanshi Ram.",SwamiPMaurya,"['The', 'one', 'who', 'create', 'hunger', 'for', 'respect', 'and', 'self-respect', 'in', 'the', ""country's"", 'underprivileged-neglected,', 'oppressed-oppressed', 'and', 'dalits-backward', 'and', 'give', 'a', 'share', 'in', 'the', 'rule', 'of', 'power,', 'the', 'great', 'hero', 'of', 'the', 'social', 'change', 'movement', 'and', 'the', 'messiah', 'of', 'Bahujan', 'Samaj,', 'Ma.', 'Kotish:', 'Salute', 'on', 'the', 'occasion', 'of', 'birth', 'anniversary', 'of', 'Kanshi', 'Ram.']","[['The', 'n'], ['one', 'n'], ['who', 'n'], ['creates', 'v'], ['hunger', 'n'], ['for', 'n'], ['respect', 'n'], ['and', 'n'], ['self-respect', 'n'], ['in', 'n'], ['the', 'n'], [""country's"", 'a'], ['underprivileged-neglected,', 'a'], ['oppressed-oppressed', 'a'], ['and', 'n'], ['dalits-backward', 'a'], ['and', 'n'], ['gives', 'v'], ['a', 'n'], ['share', 'n'], ['in', 'n'], ['the', 'n'], ['rule', 'n'], ['of', 'n'], ['power,', 'n'], ['the', 'n'], ['great', 'a'], ['hero', 'n'], ['of', 'n'], ['the', 'n'], ['social', 'a'], ['change', 'n'], ['movement', 'n'], ['and', 'n'], ['the', 'n'], ['messiah', 'n'], ['of', 'n'], ['Bahujan', 'n'], ['Samaj,', 'n'], ['Ma.', 'n'], ['Kotish:', 'n'], ['Salute', 'n'], ['on', 'n'], ['the', 'n'], ['occasion', 'n'], ['of', 'n'], ['birth', 'a'], ['anniversary', 'n'], ['of', 'n'], ['Kanshi', 'n'], ['Ram.', 'n']]",SP
125,2022-03-14 07:26:07+00:00,1.5e+18,"In the ballot paper voting, Samajwadi Party have win 304 seats, while BJP only 99. But BJP win the election in EVM count, it mean some big game have happened.",SwamiPMaurya,"['In', 'the', 'ballot', 'paper', 'voting,', 'Samajwadi', 'Party', 'have', 'win', '304', 'seats,', 'while', 'BJP', 'only', '99.', 'But', 'BJP', 'win', 'the', 'election', 'in', 'EVM', 'count,', 'it', 'mean', 'some', 'big', 'game', 'have', 'happened.']","[['In', 'n'], ['the', 'n'], ['ballot', 'n'], ['paper', 'n'], ['voting,', 'n'], ['Samajwadi', 'n'], ['Party', 'n'], ['has', 'v'], ['won', 'v'], ['304', 'n'], ['seats,', 'n'], ['while', 'n'], ['BJP', 'n'], ['only', 'r'], ['99.', 'n'], ['But', 'n'], ['BJP', 'n'], ['won', 'v'], ['the', 'n'], ['election', 'n'], ['in', 'n'], ['EVM', 'n'], ['count,', 'n'], ['it', 'n'], ['means', 'v'], ['some', 'n'], ['big', 'a'], ['game', 'n'], ['has', 'v'], ['happened.', 'v']]",SP
126,2022-03-10 10:53:11+00:00,1.5e+18,"Congratulations to all the win candidates.
I respect the mandate.
I have lose the election, do not dare.
The campaign of struggle will continue.",SwamiPMaurya,"['Congratulations', 'to', 'all', 'the', 'win', 'candidates.\nI', 'respect', 'the', 'mandate.\nI', 'have', 'lose', 'the', 'election,', 'do', 'not', 'dare.\nThe', 'campaign', 'of', 'struggle', 'will', 'continue.']","[['Congratulations', 'n'], ['to', 'n'], ['all', 'n'], ['the', 'n'], ['winning', 'v'], ['candidates.\nI', 'n'], ['respect', 'v'], ['the', 'n'], ['mandate.\nI', 'n'], ['have', 'v'], ['lost', 'v'], ['the', 'n'], ['election,', 'n'], ['do', 'v'], ['not', 'r'], ['dare.\nThe', 'v'], ['campaign', 'n'], ['of', 'n'], ['struggle', 'n'], ['will', 'n'], ['continue.', 'v']]",SP
127,2022-03-08 17:07:57+00:00,1.5e+18,"The exit polls, sponsor by the BJP, be a malafide attempt by the Yogi government to justify the manipulation of EVM machines.",SwamiPMaurya,"['The', 'exit', 'polls,', 'sponsor', 'by', 'the', 'BJP,', 'be', 'a', 'malafide', 'attempt', 'by', 'the', 'Yogi', 'government', 'to', 'justify', 'the', 'manipulation', 'of', 'EVM', 'machines.']","[['The', 'n'], ['exit', 'n'], ['polls,', 'n'], ['sponsored', 'v'], ['by', 'n'], ['the', 'n'], ['BJP,', 'n'], ['are', 'v'], ['a', 'n'], ['malafide', 'a'], ['attempt', 'n'], ['by', 'n'], ['the', 'n'], ['Yogi', 'a'], ['government', 'n'], ['to', 'n'], ['justify', 'v'], ['the', 'n'], ['manipulation', 'n'], ['of', 'n'], ['EVM', 'n'], ['machines.', 'n']]",SP
128,2022-03-08 15:39:38+00:00,1.5e+18,"Waiting for 10th March
SP beyond 300
Akhilesh's government will be formed
BJP will be clean
Thanks to the voter of the state.",SwamiPMaurya,"['Waiting', 'for', '10th', 'March\nSP', 'beyond', ""300\nAkhilesh's"", 'government', 'will', 'be', 'formed\nBJP', 'will', 'be', 'clean\nThanks', 'to', 'the', 'voter', 'of', 'the', 'state.']","[['Waiting', 'v'], ['for', 'n'], ['10th', 'n'], ['March\nSP', 'n'], ['beyond', 'n'], [""300\nAkhilesh's"", 'n'], ['government', 'n'], ['will', 'n'], ['be', 'v'], ['formed\nBJP', 'v'], ['will', 'n'], ['be', 'v'], ['clean\nThanks', 'n'], ['to', 'n'], ['the', 'n'], ['voters', 'n'], ['of', 'n'], ['the', 'n'], ['state.', 'n']]",SP
129,2022-03-08 14:42:38+00:00,1.5e+18,"In Sultanpur, Bareilly, Vidhan Sabha Ghoraval, Sonbhadra and Vidhan Sabha Shivpur, Varanasi theft of Yogi government be expose by rig EVM machines.",SwamiPMaurya,"['In', 'Sultanpur,', 'Bareilly,', 'Vidhan', 'Sabha', 'Ghoraval,', 'Sonbhadra', 'and', 'Vidhan', 'Sabha', 'Shivpur,', 'Varanasi', 'theft', 'of', 'Yogi', 'government', 'be', 'expose', 'by', 'rig', 'EVM', 'machines.']","[['In', 'n'], ['Sultanpur,', 'n'], ['Bareilly,', 'n'], ['Vidhan', 'n'], ['Sabha', 'n'], ['Ghoraval,', 'n'], ['Sonbhadra', 'n'], ['and', 'n'], ['Vidhan', 'n'], ['Sabha', 'n'], ['Shivpur,', 'n'], ['Varanasi', 'n'], ['theft', 'n'], ['of', 'n'], ['Yogi', 'a'], ['government', 'n'], ['was', 'v'], ['exposed', 'v'], ['by', 'n'], ['rigging', 'v'], ['EVM', 'n'], ['machines.', 'n']]",SP
130,2022-03-08 13:11:06+00:00,1.5e+18,"Thieves go by theft, do not go by fraud.
Yogi Sarkar still use EVMs Wants to rob the mandate by rig the machine. Now I understand why BJP be take pride in form the government even after be clean up.
Video of DCM fill with EVM machine Shivpur Vidhan Sabha, Varanasi.
@ECISVEEP",SwamiPMaurya,"['Thieves', 'go', 'by', 'theft,', 'do', 'not', 'go', 'by', 'fraud.\nYogi', 'Sarkar', 'still', 'use', 'EVMs', 'Wants', 'to', 'rob', 'the', 'mandate', 'by', 'rig', 'the', 'machine.', 'Now', 'I', 'understand', 'why', 'BJP', 'be', 'take', 'pride', 'in', 'form', 'the', 'government', 'even', 'after', 'be', 'clean', 'up.\nVideo', 'of', 'DCM', 'fill', 'with', 'EVM', 'machine', 'Shivpur', 'Vidhan', 'Sabha,', 'Varanasi.\n@ECISVEEP']","[['Thieves', 'n'], ['go', 'v'], ['by', 'n'], ['theft,', 'n'], ['do', 'v'], ['not', 'r'], ['go', 'v'], ['by', 'n'], ['fraud.\nYogi', 'n'], ['Sarkar', 'n'], ['still', 'r'], ['using', 'v'], ['EVMs', 'n'], ['Wants', 'n'], ['to', 'n'], ['rob', 'v'], ['the', 'n'], ['mandate', 'n'], ['by', 'n'], ['rigging', 'v'], ['the', 'n'], ['machine.', 'n'], ['Now', 'r'], ['I', 'n'], ['understand', 'v'], ['why', 'n'], ['BJP', 'n'], ['is', 'v'], ['taking', 'v'], ['pride', 'n'], ['in', 'n'], ['forming', 'v'], ['the', 'n'], ['government', 'n'], ['even', 'r'], ['after', 'n'], ['being', 'v'], ['cleaned', 'v'], ['up.\nVideo', 'n'], ['of', 'n'], ['DCM', 'n'], ['filled', 'v'], ['with', 'n'], ['EVM', 'n'], ['machine', 'n'], ['Shivpur', 'n'], ['Vidhan', 'n'], ['Sabha,', 'n'], ['Varanasi.\n@ECISVEEP', 'n']]",SP
